data_Publisher,data_doi,data_Title,data_Authors,relation_type_id,publication_doi,publication_type,pub_publication_titleTitle,publication_authors,citation_event_source
Polar Data Centre (PDC),10.5285/315740B1-A7B9-4CF0-9521-86F046E33E9A,"Seismic bathymetry data, Antarctic Peninsula, Larsen C Ice Shelf, 2016","['Brisbourne, Alex', 'Hudson, Thomas', 'Holland, Paul']",is-part-of,10.5194/essd-12-887-2020,journal-article,"An updated seabed bathymetry beneath Larsen C Ice Shelf, Antarctic Peninsula","[['Alex', 'Brisbourne'], ['Bernd', 'Kulessa'], ['Thomas', 'Hudson'], ['Lianne', 'Harrison'], ['Paul', 'Holland'], ['Adrian', 'Luckman'], ['Suzanne', 'Bevan'], ['David', 'Ashmore'], ['Bryn', 'Hubbard'], ['Emma', 'Pearce'], ['James', 'White'], ['Adam', 'Booth'], ['Keith', 'Nicholls'], ['Andrew', 'Smith']]",CrossRef
Polar Data Centre (PDC),10.5285/147BAF64-B9AF-4A97-8091-26AEC0D3C0BB,"Seismic refraction data from two sites on Antarctica's Larsen C Ice Shelf, Nov 2017, following the calving of Iceberg A68","['Booth, Adam', 'White, Jim', 'Pearce, Emma', 'Cornford, Stephen', 'Brisbourne, Alex', 'Luckman, Adrian', 'Kulessa, Bernd']",is-part-of,10.5194/essd-12-887-2020,journal-article,"An updated seabed bathymetry beneath Larsen C Ice Shelf, Antarctic Peninsula","[['Alex', 'Brisbourne'], ['Bernd', 'Kulessa'], ['Thomas', 'Hudson'], ['Lianne', 'Harrison'], ['Paul', 'Holland'], ['Adrian', 'Luckman'], ['Suzanne', 'Bevan'], ['David', 'Ashmore'], ['Bryn', 'Hubbard'], ['Emma', 'Pearce'], ['James', 'White'], ['Adam', 'Booth'], ['Keith', 'Nicholls'], ['Andrew', 'Smith']]",CrossRef
Polar Data Centre (PDC),10.5285/5D63777D-B375-4791-918F-9A5527093298,"Seismic refraction data, Antarctic Peninsula, Larsen C Ice Shelf, Whirlwind Inlet, November-December 2015","['Booth, Adam']",is-part-of,10.5194/essd-12-887-2020,journal-article,"An updated seabed bathymetry beneath Larsen C Ice Shelf, Antarctic Peninsula","[['Alex', 'Brisbourne'], ['Bernd', 'Kulessa'], ['Thomas', 'Hudson'], ['Lianne', 'Harrison'], ['Paul', 'Holland'], ['Adrian', 'Luckman'], ['Suzanne', 'Bevan'], ['David', 'Ashmore'], ['Bryn', 'Hubbard'], ['Emma', 'Pearce'], ['James', 'White'], ['Adam', 'Booth'], ['Keith', 'Nicholls'], ['Andrew', 'Smith']]",CrossRef
Polar Data Centre (PDC),10.5285/FFF8AFEE-4978-495E-9210-120872983A8D,"Seismic refraction data, Antarctic Peninsula, Larsen C Ice Shelf, Cabinet Inlet, November-December 2014","['Kulessa, Bernd', 'Bevan, Suzanne']",is-part-of,10.5194/essd-12-887-2020,journal-article,"An updated seabed bathymetry beneath Larsen C Ice Shelf, Antarctic Peninsula","[['Alex', 'Brisbourne'], ['Bernd', 'Kulessa'], ['Thomas', 'Hudson'], ['Lianne', 'Harrison'], ['Paul', 'Holland'], ['Adrian', 'Luckman'], ['Suzanne', 'Bevan'], ['David', 'Ashmore'], ['Bryn', 'Hubbard'], ['Emma', 'Pearce'], ['James', 'White'], ['Adam', 'Booth'], ['Keith', 'Nicholls'], ['Andrew', 'Smith']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1525/elementa.2021.00062,journal-article,Overview of the MOSAiC expedition: Physical oceanography,"[['Benjamin', 'Rabe'], ['Céline', 'Heuzé'], ['Julia', 'Regnery'], ['Yevgeny', 'Aksenov'], ['Jacob', 'Allerholt'], ['Marylou', 'Athanase'], ['Youcheng', 'Bai'], ['Chris', 'Basque'], ['Dorothea', 'Bauch'], ['Till M.', 'Baumann'], ['Dake', 'Chen'], ['Sylvia T.', 'Cole'], ['Lisa', 'Craw'], ['Andrew', 'Davies'], ['Ellen', 'Damm'], ['Klaus', 'Dethloff'], ['Dmitry V.', 'Divine'], ['Francesca', 'Doglioni'], ['Falk', 'Ebert'], ['Ying-Chih', 'Fang'], ['Ilker', 'Fer'], ['Allison A.', 'Fong'], ['Rolf', 'Gradinger'], ['Mats A.', 'Granskog'], ['Rainer', 'Graupner'], ['Christian', 'Haas'], ['Hailun', 'He'], ['Yan', 'He'], ['Mario', 'Hoppmann'], ['Markus', 'Janout'], ['David', 'Kadko'], ['Torsten', 'Kanzow'], ['Salar', 'Karam'], ['Yusuke', 'Kawaguchi'], ['Zoe', 'Koenig'], ['Bin', 'Kong'], ['Richard A.', 'Krishfield'], ['Thomas', 'Krumpen'], ['David', 'Kuhlmey'], ['Ivan', 'Kuznetsov'], ['Musheng', 'Lan'], ['Georgi', 'Laukert'], ['Ruibo', 'Lei'], ['Tao', 'Li'], ['Sinhué', 'Torres-Valdés'], ['Lina', 'Lin'], ['Long', 'Lin'], ['Hailong', 'Liu'], ['Na', 'Liu'], ['Brice', 'Loose'], ['Xiaobing', 'Ma'], ['Rosalie', 'McKay'], ['Maria', 'Mallet'], ['Robbie D. C.', 'Mallett'], ['Wieslaw', 'Maslowski'], ['Christian', 'Mertens'], ['Volker', 'Mohrholz'], ['Morven', 'Muilwijk'], ['Marcel', 'Nicolaus'], ['Jeffrey K.', 'O’Brien'], ['Donald', 'Perovich'], ['Jian', 'Ren'], ['Markus', 'Rex'], ['Natalia', 'Ribeiro'], ['Annette', 'Rinke'], ['Janin', 'Schaffer'], ['Ingo', 'Schuffenhauer'], ['Kirstin', 'Schulz'], ['Matthew D.', 'Shupe'], ['William', 'Shaw'], ['Vladimir', 'Sokolov'], ['Anja', 'Sommerfeld'], ['Gunnar', 'Spreen'], ['Timothy', 'Stanton'], ['Mark', 'Stephens'], ['Jie', 'Su'], ['Natalia', 'Sukhikh'], ['Arild', 'Sundfjord'], ['Karolin', 'Thomisch'], ['Sandra', 'Tippenhauer'], ['John M.', 'Toole'], ['Myriel', 'Vredenborg'], ['Maren', 'Walter'], ['Hangzhou', 'Wang'], ['Lei', 'Wang'], ['Yuntao', 'Wang'], ['Manfred', 'Wendisch'], ['Jinping', 'Zhao'], ['Meng', 'Zhou'], ['Jialiang', 'Zhu']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],is_derived_from,10.5281/zenodo.4783659,ImageObject,Info not given,Info not given,CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1080/21664250.2022.2145682,journal-article,Future changes in extreme storm surge based on a maximum potential storm surge model for East Asia,"[['Sotaro', 'Mori'], ['Tomoya', 'Shimura'], ['Takuya', 'Miyashita'], ['Adrean', 'Webb'], ['Nobuhito', 'Mori']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.26428/1606-9919-2022-202-1002-1014,journal-article,Application of the machine learning method to estimate the biomass of pacific cod in the North Kuril zone,"[['V. V.', 'Kulik'], ['M. I.', 'Goryunov']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1139/cjes-2021-0004,journal-article,"Marine record of late-glacial readvance and last recession of Laurentide ice, inner Frobisher Bay, Baffin Island, Arctic Canada","[['Robert', 'Deering'], ['Trevor', 'Bell'], ['Donald L.', 'Forbes']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1017/s0959270922000120,journal-article,Range-wide and regional distribution of the Western Tragopan <i>Tragopan melanocephalus</i> and effects of disturbance on local abundances,"[['Akbar', 'Shah'], ['Amjad Rashid', 'Kayani'], ['Flora', 'Ihlow'], ['Muhammad Sajid', 'Nadeem'], ['Tariq', 'Mahmood'], ['Safiqul', 'Islam'], ['Alexander E.', 'Hausmann'], ['Martin', 'Päckert']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],is_derived_from,10.5281/zenodo.4783660,ImageObject,Info not given,Info not given,CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1016/j.quascirev.2022.107377,journal-article,"Range expansion of tropical shallow-water marine molluscs in the NE Atlantic during the last interglacial (MIS 5e): Causes, consequences and utility of ecostratigraphic indicators for the Macaronesian archipelagos","[['Carlos S.', 'Melo'], ['Esther', 'Martín-González'], ['Carlos M.', 'da Silva'], ['Inés', 'Galindo'], ['Alberto', 'González-Rodríguez'], ['Lara', 'Baptista'], ['A. Cristina', 'Rebelo'], ['Patrícia', 'Madeira'], ['Antje H.L.', 'Voelker'], ['Markes E.', 'Johnson'], ['Samuel A.', 'Arruda'], ['Sérgio P.', 'Ávila']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.5194/essd-13-2165-2021,journal-article,"The first pan-Alpine surface-gravity database, a modern compilation that crosses frontiers","[['Pavol', 'Zahorec'], ['Juraj', 'Papčo'], ['Roman', 'Pašteka'], ['Miroslav', 'Bielik'], ['Sylvain', 'Bonvalot'], ['Carla', 'Braitenberg'], ['Jörg', 'Ebbing'], ['Gerald', 'Gabriel'], ['Andrej', 'Gosar'], ['Adam', 'Grand'], ['Hans-Jürgen', 'Götze'], ['György', 'Hetényi'], ['Nils', 'Holzrichter'], ['Edi', 'Kissling'], ['Urs', 'Marti'], ['Bruno', 'Meurers'], ['Jan', 'Mrlina'], ['Ema', 'Nogová'], ['Alberto', 'Pastorutti'], ['Corinne', 'Salaun'], ['Matteo', 'Scarponi'], ['Josef', 'Sebera'], ['Lucia', 'Seoane'], ['Peter', 'Skiba'], ['Eszter', 'Szűcs'], ['Matej', 'Varga']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.5802/crgeos.154,journal-article,The East-Mayotte new volcano in the Comoros Archipelago: structure and timing of magmatic phases inferred from seismic reflection data,"[['Charles', 'Masquelet'], ['Sylvie', 'Leroy'], ['Matthias', 'Delescluse'], ['Nicolas', 'Chamot-Rooke'], ['Isabelle', 'Thinon'], ['Anne', 'Lemoine'], ['Dieter', 'Franke'], ['Louise', 'Watremez'], ['Philippe', 'Werner'], ['Fabien', 'Paquet'], ['Carole', 'Berthod'], ['Victor', 'Cabiativa Pico'], ['Daniel', 'Sauter']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.3389/fmars.2021.715412,journal-article,Year-Round Dive Characteristics of Male Beluga Whales From the Eastern Beaufort Sea Population Indicate Seasonal Shifts in Foraging Strategies,"[['Luke', 'Storrie'], ['Nigel E.', 'Hussey'], ['Shannon A.', 'MacPhee'], ['Greg', 'O’Corry-Crowe'], ['John', 'Iacozza'], ['David G.', 'Barber'], ['Alex', 'Nunes'], ['Lisa L.', 'Loseto']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1038/s41598-021-99668-0,journal-article,Passive acoustic monitoring of killer whales (Orcinus orca) reveals year-round distribution and residency patterns in the Gulf of Alaska,"[['Hannah J.', 'Myers'], ['Daniel W.', 'Olsen'], ['Craig O.', 'Matkin'], ['Lara A.', 'Horstmann'], ['Brenda', 'Konar']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1007/978-3-031-10861-7_11,book-chapter,Practical $$T_e$$ Estimation,"[['Jonathan', 'Kirby']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.3389/feart.2020.597865,journal-article,Faster Than Real Time Tsunami Warning with Associated Hazard Uncertainties,"[['Daniel', 'Giles'], ['Devaraj', 'Gopinathan'], ['Serge', 'Guillas'], ['Frédéric', 'Dias']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1139/cjes-2021-0010,journal-article,A revised coastal sensitivity index for Canada’s marine coasts calculated using nonparametric statistics,"[['S.V.', 'Hatcher'], ['G.K.', 'Manson']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.3389/fmars.2021.791185,journal-article,Integrating Biologging and Behavioral State Modeling to Identify Cryptic Behaviors and Post-capture Recovery Processes: New Insights From a Threatened Marine Apex Predator,"[['Richard', 'Grainger'], ['David', 'Raubenheimer'], ['Victor M.', 'Peddemors'], ['Paul A.', 'Butcher'], ['Gabriel E.', 'Machovsky-Capuska']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.2478/jaes-2022-0026,journal-article,"Satellite Altimetry and Gravimetry Data for Mapping Marine Geodetic and Geophysical Setting of the Seychelles and the Somali Sea, Indian Ocean","[['Polina', 'Lemenkova'], ['O.', 'Debeir']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.3389/feart.2021.665185,journal-article,"Geologic and Structural Evolution of the NE Lau Basin, Tonga: Morphotectonic Analysis and Classification of Structures Using Shallow Seismicity","[['Melissa O.', 'Anderson'], ['Chantal', 'Norris-Julseth'], ['Kenneth H.', 'Rubin'], ['Karsten', 'Haase'], ['Mark D.', 'Hannington'], ['Alan T.', 'Baxter'], ['Margaret S.', 'Stewart']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1111/mms.12879,journal-article,"Tagging, ranging patterns, and behavior of franciscana dolphins (
            <scp>
              <i>Pontoporia blainvillei</i>
            </scp>
            ) off Argentina and Brazil: Considerations for conservation","[['Randall S.', 'Wells'], ['Marta J.', 'Cremer'], ['Leonardo G.', 'Berninsone'], ['Diego', 'Albareda'], ['Krystan A.', 'Wilkinson'], ['M. Andrew', 'Stamper'], ['Renan L.', 'Paitach'], ['Pablo', 'Bordino']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.3390/su142315966,journal-article,Seismotectonics of Shallow-Focus Earthquakes in Venezuela with Links to Gravity Anomalies and Geologic Heterogeneity Mapped by a GMT Scripting Language,"[['Polina', 'Lemenkova'], ['Olivier', 'Debeir']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],is_derived_from,10.5281/zenodo.4810465,ImageObject,Info not given,Info not given,CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1038/s41598-021-90426-w,journal-article,Simulation of diurnal variability in vertical density structure using a coupled model,"[['B.', 'Yadidya'], ['A. D.', 'Rao'], ['Sachiko', 'Mohanty']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1016/j.apenergy.2021.116625,journal-article,Bulk power transmission at sea: Life cycle cost comparison of electricity and hydrogen as energy vectors,"[['Rafael', ""d'Amore-Domenech""], ['Teresa J.', 'Leo'], ['Bruno G.', 'Pollet']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1016/j.dib.2021.107198,journal-article,Multibeam bathymetry data of the western part of the Romanche Trench (Equatorial Atlantic),"[['Mariia V.', 'Kapustina'], ['Dmitry V.', 'Dorokhov'], ['Vadim V.', 'Sivkov']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1785/0220220323,journal-article,Southwest Australia Seismic Network (SWAN): Recording Earthquakes in Australia’s Most Active Seismic Zone,"[['Meghan S.', 'Miller'], ['Robert', 'Pickle'], ['Ruth', 'Murdie'], ['Huaiyu', 'Yuan'], ['Trevor I.', 'Allen'], ['Klaus', 'Gessner'], ['Brain L. N.', 'Kennett'], ['Justin', 'Whitney']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1080/1755876x.2021.2000249,journal-article,Creation of a global tide analysis dataset: Application of NEMO and an offline objective analysis scheme,"[['David', 'Byrne'], ['Jeff', 'Polton'], ['Colin', 'Bell']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1016/j.jasrep.2020.102658,journal-article,"The Middle Stone Age occupations of Tiémassas, coastal West Africa, between 62 and 25 thousand years ago","[['Khady', 'Niang'], ['James', 'Blinkhorn'], ['Matar', 'Ndiaye'], ['Mark', 'Bateman'], ['Birame', 'Seck'], ['Gora', 'Sawaré']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.3390/jmse10070866,journal-article,Single Hydrophone Passive Source Range Estimation Using Phase-Matched Filter,"[['Ningning', 'Liang'], ['Jianbo', 'Zhou'], ['Yixin', 'Yang']]",CrossRef
British Oceanographic Data Centre (BODC),10.5285/a29c5465-b138-234d-e053-6c86abc040b9,The GEBCO_2020 Grid - a continuous terrain model of the global oceans and land.,['GEBCO Bathymetric Compilation Group 2020'],references,10.1186/s40645-022-00503-5,journal-article,Characterization of water masses around the southern Ryukyu Islands based on isotopic compositions,"[['Andros Daniel', 'Cruz Salmeron'], ['Hideko', 'Takayanagi'], ['Shigeyuki', 'Wakaki'], ['Tsuyoshi', 'Ishikawa'], ['Toshihiro', 'Miyajima'], ['Hitomi', 'Wakaki'], ['Takuya', 'Itaki'], ['Yasufumi', 'Iryu']]",CrossRef
